id_restaurante,nombre,direccion,n_resenas,valoracion_google,avg_estrellas_modelo,pct_positivo,pct_neutro,pct_negativo,n_resenas_negativas,n_baja_confianza,estrellas_5,estrellas_4,estrellas_3,estrellas_2,estrellas_1,servicio_menciones,comida_menciones,ambiente_menciones,precio_menciones,velocidad_menciones,ruido_menciones,limpieza_menciones,ninos_menciones,mascotas_menciones,terraza_menciones,vistas_menciones,musica_directo_menciones,romantico_menciones,servicio_pct,comida_pct,ambiente_pct,precio_pct,velocidad_pct,ruido_pct,limpieza_pct,ninos_pct,mascotas_pct,terraza_pct,vistas_pct,musica_directo_pct,romantico_pct,servicio_pos,comida_pos,ambiente_pos,precio_pos,velocidad_pos,ruido_pos,limpieza_pos,ninos_pos,mascotas_pos,terraza_pos,vistas_pos,musica_directo_pos,romantico_pos,servicio_neg,comida_neg,ambiente_neg,precio_neg,velocidad_neg,ruido_neg,limpieza_neg,ninos_neg,mascotas_neg,terraza_neg,vistas_neg,musica_directo_neg,romantico_neg,servicio_avg_stars,comida_avg_stars,ambiente_avg_stars,precio_avg_stars,velocidad_avg_stars,ruido_avg_stars,limpieza_avg_stars,ninos_avg_stars,mascotas_avg_stars,terraza_avg_stars,vistas_avg_stars,musica_directo_avg_stars,romantico_avg_stars,servicio_rep,comida_rep,ambiente_rep,precio_rep,velocidad_rep,ruido_rep,limpieza_rep,ninos_rep,mascotas_rep,terraza_rep,vistas_rep,musica_directo_rep,romantico_rep,criterio_ninos,criterio_mascotas,criterio_terraza,criterio_vistas,criterio_musica_directo,criterio_romantico,criterio_ninos_frases,criterio_mascotas_frases,criterio_terraza_frases,criterio_vistas_frases,criterio_musica_directo_frases,criterio_romantico_frases,servicio_frases,top5_platos,todos_platos,personal_destacado,terminos_tfidf,cocina_detectada
150,Brew Wild Pizza Bar,"Calle Echegaray, 23",90,4.6,4.467,87.8,6.7,5.6,5,13,60,19,6,3,2,54,27,36,12,11,8,0,5,25,4,1,0,8,60.0,30.0,40.0,13.3,12.2,8.9,0.0,5.6,27.8,4.4,1.1,0.0,8.9,48,23,30,10,8,8,0,5,24,3,0,0,6,2,0,1,0,1,0,0,0,0,1,1,0,0,4.54,4.33,4.31,4.33,4.18,4.88,,4.8,4.64,3.75,2.0,,4.12,True,True,True,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,"Fuimos un grupo de amigos con los niños y nos atendieron de maravilla. 
El local | birras, calidad/precio acorde a lo que se bebe.",bien ambiente y genial los camareros. Repetiremos!! | profesional y nos ha atendido genial. Repetiremos sin dudarlo.,,,,,cerveza - hacen IPAs muy bien. El personal era amable y atento. La pizza también era buena y los tamaños eran grandes. | de cerveza - hacen IPAs muy bien. El personal era amable y atento. La pizza también era buena y los tamaños | haciendo. Parece que en algún momento dejan de dar servicio de comida porque la gente que vino después de nosotros,"cervezas artesanas(9), cerveza artesanal(8), cervezas artesanales(7), masa fina(4), bonito(4)","cervezas artesanas(9), cerveza artesanal(8), cervezas artesanales(7), masa fina(4), bonito(4), parada obligatoria(3), brew wild(3), cerveza artesana(3), berenjenas(2), pequeño bar(2), pleno centro(2), conviene reservar(2), seguir probando(2), probar alguna(2), wild pizza(2)",,"cerveza, pizzas, cervezas, pizza, buena",americana
151,Ronda 14 Madrid,"Calle del General Oraa, 25",90,4.4,4.178,80.0,4.4,15.6,14,16,54,18,4,8,6,65,84,19,31,12,3,1,5,37,7,0,0,24,72.2,93.3,21.1,34.4,13.3,3.3,1.1,5.6,41.1,7.8,0.0,0.0,26.7,54,67,11,24,10,1,0,5,32,6,0,0,20,8,13,5,5,1,1,1,0,5,1,0,0,2,4.26,4.18,3.47,4.06,4.42,2.67,2.0,4.6,4.19,3.86,,,4.25,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,"Nikei, con toques asturianos. Platos un poco pequeños de cantidad. Relación calidad precio correcta.",Enhorabuena a todo el personal de Ronda 14. Repetiremos sin duda. | cena que hasta se nos olvidó hacer fotos. Repetiremos.,a comer con dos amigos . Estuvimos en la terraza y quiero resaltar el trato recibido por | cocinados el restaurante tiene una agradable terraza que desde el cobi está siempre llena no,,,,"deliciosa. Su conocimiento del menú, actitud amigable y atención al detalle hicieron que nuestra visita fuera aún más | Servicio terrible. El restaurante abre a la 1 de la tarde y | ¡AMO AL CAMARERO! Jaja, mil gracias a Tito por sus recomendaciones","ceviche(16), tiradito(14), sushi(11), huevo trufado(9), gyozas(9)","cachopo(3), ceviche(16), tiradito(14), sushi(11), huevo trufado(9), gyozas(9), atún picante(4), langostinos(3), varias veces(3), mesas altas(3), pez mantequilla(3), patatas rellenas(3), roll mar(3), peruana japonesa(3), ramen(3), salmón(3)",,"comida, platos, servicio, restaurante, precio",peruana
152,Piccola Napoli,"Calle de Palencia, 29",90,4.5,4.489,87.8,3.3,8.9,8,17,64,15,3,7,1,56,58,30,40,9,3,3,4,24,2,2,0,9,62.2,64.4,33.3,44.4,10.0,3.3,3.3,4.4,26.7,2.2,2.2,0.0,10.0,50,51,27,37,9,3,1,3,19,1,2,0,7,5,6,2,1,0,0,1,1,4,0,0,0,1,4.54,4.48,4.47,4.58,4.78,5.0,3.33,4.25,4.21,4.0,4.5,,4.33,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,"menú. Estaba bueno aunque los platos son pequeños. 
Hemos pedido tarta de la mamma de postre","Personal atento y el ambiente agradable. 
Repetiremos | los gnocchi.

Sin duda un sitio donde repetir.",,,,,"buenas. Tiramisu y tarta de queso con pistacho. Buen servicio, decoración moderna y minimalista. Buen vino (solo | mmmm que postres q todo. Imprescindible en Madrid. Servicio muy bueno | buenísimos. De precio está bien para la calidad. Personal atento y el ambiente agradable. 
Repetiremos","tarta(14), tiramisú(7), masa fina(4), piccola napoli(4), lasaña(3)","tarta(14), tiramisú(7), masa fina(4), piccola napoli(4), lasaña(3), cuatro caminos(3), masa madre(3), cheesecake(3), ramen(3), focaccia(2), tagliatelle(2), pasta carbonara(2), pasta porcini(2), dos pizzas(2), estilo napolitano(2)",,"comida, pizza, pizzas, pasta, buena",italiana
153,Mawey Taco Bar - Gran Vía,"Calle de San Bernardo, 5",90,4.6,4.233,77.8,10.0,12.2,11,15,55,15,9,8,3,58,72,26,26,13,1,1,1,47,2,1,1,11,64.4,80.0,28.9,28.9,14.4,1.1,1.1,1.1,52.2,2.2,1.1,1.1,12.2,48,56,23,17,10,1,1,0,38,1,1,0,11,5,9,1,5,1,0,0,0,7,1,0,1,0,4.4,4.21,4.5,3.85,4.08,5.0,5.0,3.0,4.3,3.0,4.0,2.0,4.82,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,"comer, prepara la cartera
Los platos son pequeños para su precio.
El servicio rápido y amable.
Una","de oato. Muy amables y profesionales. Repetiremos, seguro. | Repetimos en mawey y no defrauda! Está todo buenísimo!",,,,,"está acompañado con un ambiente armonioso, excelente atención y un delicioso cóctel, es el momento perfecto. Altamente | 2025 estuve allí. La vomita espectacular.elteato de camareros estupendo y además a pesar de ir ablad 16 h.el trato | camareros estupendo y además a pesar de ir ablad 16 h.el trato fue excelente. Lo recomiendo y tb hay en otras provincias","tarta(15), quesadilla(11), guacamole(9), margarita(7), tacos gobernador(6)","tarta(15), quesadilla(11), guacamole(9), margarita(7), tacos gobernador(6), oreja(6), sepia(6), pez mantequilla(5), rabo(4), ceviche(3), pulpo(3), tres leches(3), cochinita pibil(3), panceta glaseada(3), tres chiles(3)",,"tacos, comida, precio, servicio, duda",mexicana
154,Dantxari,"Calle Ventura Rodriguez, 8",90,4.4,4.6,90.0,5.6,4.4,4,18,68,13,5,3,1,67,77,17,29,10,2,1,7,17,4,1,1,10,74.4,85.6,18.9,32.2,11.1,2.2,1.1,7.8,18.9,4.4,1.1,1.1,11.1,62,70,14,25,8,2,1,6,16,2,0,1,8,2,4,0,2,1,0,0,0,1,1,0,0,0,4.69,4.6,4.41,4.45,4.2,4.5,5.0,4.71,4.76,3.75,3.0,5.0,4.4,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,"espectáculo gastronomico.  Pudimos deleitar en pequeños bocados -platos y otros para compartir, | ensaladilla. La carne apenas traía tres medallones pequeños y el acompañamiento era algo de brócoli","nada, ni en un plato ni en otro: seca e inapetecible. Muy decepcionante en un restaurante | mejores restaurantes vascos de la capital. ¡Repetiremos sin dudarlo!",,,,,"desprecio. Habiá mesas libres en la planta principal.  
El camarero muy simpático y nos atendió muy bien. 
Los primeros | (donde hemos vivido más de 30 años). 
El camarero recomendó la merluza a la ondarresa que no estaba en la carta. | atención! Las personas muy amables y muy atentas al servicio
Muy recomendado 
Volveremos!!","tarta(10), almejas(9), cocochas(9), merluza(9), bacalao(8)","solomillo(11), txangurro(4), anchoas(3), chipirones(3), ensaladilla(3), manitas(3), pimientos(3), presa(3), rodaballo(3), tortilla(3), tarta(10), almejas(9), cocochas(9), merluza(9), bacalao(8), pil pil(7), rape(6), jamón(5), croqueta(5), foie(5), mollejas(4), materia prima(4), restaurantes vascos(4), langostinos(4), rabo(4)",,"servicio, comida, restaurante, calidad, excelente",vasca
155,Casa Toni,"Calle Cruz, 14",90,4.4,4.333,85.6,2.2,12.2,11,10,63,14,2,2,9,52,63,28,30,17,0,2,8,18,5,0,1,11,57.8,70.0,31.1,33.3,18.9,0.0,2.2,8.9,20.0,5.6,0.0,1.1,12.2,43,54,23,26,14,0,1,6,14,3,0,0,10,8,8,3,3,3,0,1,2,3,2,0,1,1,4.23,4.3,4.25,4.4,3.94,,2.5,3.88,4.17,3.4,,2.0,4.45,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,"cubierto con aceite de oliva y sal, calamares bebé fritos y hongos. El último plato fue tan | sentimos mucho. Esperé mucho tiempo con un niño de 4 años y recibí mala comida. todos en","veces los empleados necesitan aprender a respetar al cliente y no sacar sus complejos, agresiones | acogedores como siempre y el personal era competente y nos sentimos como si nunca habíamos",los niños. Tienen un par de mesas en la terraza. Comimos genial y muy bien de precio.,,,,"español que hemos podido encontrar en la zona. El servicio estupendo y la comida maravillosa…. | están al tanto. Y un propietario tan encantador y amable. No esperéis que hablen inglés. Altamente recomendado | Buena comida , buen trato.
La oreja, espectacular 😋😋","oreja(31), casa toni(18), mollejas(15), callos(11), calamares(8)","chorizo(4), oreja(31), casa toni(18), mollejas(15), callos(11), calamares(8), gambas(7), patatas bravas(6), sangría(4), boquerones fritos(4), vermut(3), anchoas(3), hace años(3), secreto(2), morcilla(2), chipirones(2)",,"madrid, comida, lugar, oreja, mollejas",
156,Juana La Loca,"Calle de Recoletos, 10",90,4.3,3.689,64.4,5.6,30.0,27,15,48,10,5,10,17,54,61,29,23,20,4,0,2,18,2,1,1,11,60.0,67.8,32.2,25.6,22.2,4.4,0.0,2.2,20.0,2.2,1.1,1.1,12.2,34,38,19,14,9,4,0,2,12,2,1,1,7,16,18,6,8,10,0,0,0,4,0,0,0,4,3.7,3.7,3.97,3.39,3.05,4.75,,5.0,3.89,4.5,4.0,5.0,3.55,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,True,False,boletos sobre yema de huevo y agua para beber: 15 € persona. Chicos agradable y servicio,"sendas copas de un rioja que hubo que repetir. Postre, el mejor, volcán de dulce de | como cambiaron de dueños tenía miedo a repetir para no llevarme un “chasco”. La experiencia",,,"tenían mucho sabor. 
Bailamos con música en vivo, 
El personal es muy profesional. El bar",,"Juana la Loca, la comida bien, el ambiente bien, la atención bien., pero no creo que que regrese nuevamente ( ya | cumpleaños aquí. Pinxtos inventivos y deliciosos, gran servicio, personal atento, ambiente casual funky con un tinte | Pinxtos inventivos y deliciosos, gran servicio, personal atento, ambiente casual funky con un tinte de formalidad,","tortilla(48), pinchos(7), pintxos(6), media hora(4), huevo confitado(4)","tortilla(48), pinchos(7), pintxos(6), media hora(4), huevo confitado(4), ravioli(4), risotto(3), ensaladilla(3), foie(3), atun(3), atún rojo(3), secreto ibérico(3), huevos rotos(3), hatzu tuna(3), rabo(3)",,"tortilla, servicio, comida, madrid, mejor",
157,Bambúbox,"Calle del Clavel, 7",90,4.4,4.556,88.9,4.4,6.7,6,17,69,11,4,3,3,66,85,33,22,9,7,5,4,49,1,0,0,10,73.3,94.4,36.7,24.4,10.0,7.8,5.6,4.4,54.4,1.1,0.0,0.0,11.1,59,77,30,19,8,7,5,4,43,1,0,0,9,3,4,2,1,0,0,0,0,3,0,0,0,0,4.62,4.64,4.55,4.55,4.44,5.0,5.0,5.0,4.55,4.0,,,4.6,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,"aperitivos para ver cuáles comería nuestro niño de 6 años. 
Teníamos brochetas de cerdo, | BambuBox nos trasladó al lugar visitado. De beber nos decidimos por un Verdejo que nos gustó","Nos apetecía un cambio para la cena así que nos dirigimos | bailoteos: que tengo resaca vaya. 

Nos apetece tailandés y sin tener uno en mente claro",,,,,"Madrid y el Bambubox no decepcionó. El personal era muy amable y acogedor, el ambiente cálido y amable y la comida | entrantes o Currys.... Todo riquísimo. El personal muy atento y agradable, te ayudan si tienes dudas o si no sabes | Aunque nos dieron una mesa alta, nos encantó el servicio y la comida. Pedimos el curry Panang con salmón y","pad thai(22), langostinos(11), arroz(8), bonito(7), bambú box(5)","pad thai(22), langostinos(11), arroz(8), bonito(7), bambú box(5), curry rojo(4), curry panang(4), tom yum(4), panang kai(4), salmón(3), kai pollo(3), gambas(2), pleno centro(2), curry verde(2), justa medida(2)",,"comida, thai, servicio, platos, restaurante",tailandesa
158,Taberna Malaspina,"Calle Cadiz, 9",90,4.3,3.789,67.8,4.4,27.8,25,8,52,9,4,8,17,60,62,26,45,12,10,1,6,22,8,0,0,8,66.7,68.9,28.9,50.0,13.3,11.1,1.1,6.7,24.4,8.9,0.0,0.0,8.9,39,49,19,39,7,8,0,3,18,4,0,0,5,18,11,7,4,5,1,1,3,4,4,0,0,3,3.67,4.16,3.88,4.49,3.17,4.2,2.0,3.17,4.18,2.88,,,3.5,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,"nosotros queriamos pagar todo a medias.

Dos pequeños  detalles que enturbian una velada. | en grandes cantidades) , buen vino (y los pequeños extras que vienen con bebidas) , y el costo",Pues mala porque el Señor camarero muy irrespetuoso y te quitaba de todas las partes claro | geniales el precio asequible sitio para repetir muy buen ambiente,"decidimos doblar la esquina y sentarnos en la terraza de ""Las Cuevas del Secreto"", gran acierto | mascarilla tanto en interior como en el exterior.",,,,"Precioso restaurante rústico con un servicio de aguardiente superior y excelente comida. Es como | Tapas con raciones correctas.Servicio normal.Baños mejorables.Mesas amplias que facilitan | un remanso muy agradable entre tanto turisteo y los camareros súper majos.
Un 10!!!!","croquetas(8), calamares(7), tortilla(5), tostas(5), bacalao(4)","croquetas(8), calamares(7), tortilla(5), tostas(5), bacalao(4), jamón(3), huevos rotos(3), taberna castiza(3), presa(3), solomillo(2), pinchos(2), dos veces(2), patatas bravas(2), pimientos rellenos(2), tapas gratis(2)",,"comida, precio, madrid, calidad, buena",
159,Latasia,"Paseo De La Castellana, 115",90,4.5,4.489,88.9,2.2,8.9,8,15,66,14,2,4,4,64,81,28,26,12,1,1,3,31,10,1,0,14,71.1,90.0,31.1,28.9,13.3,1.1,1.1,3.3,34.4,11.1,1.1,0.0,15.6,58,75,26,23,7,1,1,3,28,9,1,0,12,4,4,1,2,4,0,0,0,2,0,0,0,1,4.58,4.62,4.71,4.31,3.33,4.0,5.0,5.0,4.52,4.5,5.0,,4.5,True,True,True,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,False,gluten. Tuvieron varios detalles con la niña y con mi marido (por su intolerancia adaptaron,"atención exquisita y el local acogedor. Repetiré mil veces más, hay que probar toda la | aquí, la comida y la atención fue de 10, repetiría muchas veces
La comida es una experiencia","sillas bastante cómodas .. pero es una ""terraza de supervivencia""

Vino por copas Cuvee",,,,"un acierto, platos increibles, variados y un gran servicio. PAra volver, sin dudarlo. | comida es excelente,cada plato nos gustaba más.El servicio fue perfecto,algo que valoro mucho.Nos atendió Victoria | Buen servicio, buen ambiente, excelente materia prima, excelente","pez mantequilla(10), presa(9), tarta(8), ensaladilla rusa(5), mollejas(4)","curry(3), ramen(3), pez mantequilla(10), presa(9), tarta(8), ensaladilla rusa(5), mollejas(4), zamburiñas(4), carrillera(4), tandoori(4), gambas(3), chipirones(3), varias veces(3), materia prima(3), ceviche limeño(3), brioche caramelizada(3), dos parejas(3)",,"platos, comida, restaurante, servicio, excelente",
160,El Brasero De Don Pedro,"Avenida Aragon, 358",90,4.4,3.822,66.7,7.8,25.6,23,14,48,12,7,12,11,61,71,22,33,15,4,3,12,26,11,1,0,16,67.8,78.9,24.4,36.7,16.7,4.4,3.3,13.3,28.9,12.2,1.1,0.0,17.8,42,47,14,16,9,4,2,8,20,7,0,0,8,12,18,4,12,5,0,0,3,6,2,0,0,5,3.9,3.83,3.77,3.27,3.73,4.75,4.33,3.92,4.15,3.91,3.0,,3.31,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,"pedido comer gratis y encima ese trato a una niña que se quemó la mano por una piedra que | patatas del aperitivo, eliminables salvo para niños. Las carnes, el tartar de atún, la parrillada","jamón ibérico, solo con verlo cortar te apetecía, pulpo a la gallega y morcilla.
Luego | tenían pinta de habituales del lugar. 
Para repetir y recomendar","forma demasiado clásica, y también una buena terraza acondixionada.
El personal no destaco por | tiene varias zonas, en la que destaca la terraza, provista de varios aspersores y ventiladores",,,,"excelente.
Situado en la avenida de Aragón (vía de servicio de la A-2), de incómodo acceso.
El local es muy grande | vivir de la fama
SERVICIO: 2/5
AMBIENTE: 2/5
TIEMPO DE ATENCIÓN: 2/5
CALIDAD DE LA COMIDA: 3/5
PRECIO: 70,00
TIPO | restaurante, excelente producto y de calidad. Cuidado servicio con trato amable y profesional. Súper recomendable","solomillo(12), don pedro(9), jamón(8), pulpo(5), lomo(5)","atún(3), solomillo(12), don pedro(9), jamón(8), pulpo(5), lomo(5), steak tartar(5), varias veces(4), patatas fritas(4), sigue siendo(4), patata asada(4), presa(4), ramen(4), gambas(3), croquetas(3), bacalao(3)",,"carne, servicio, restaurante, calidad, comida",
161,Arrocería D`stapa Madrid,"Calle Segovia, 8",90,4.5,4.622,88.9,5.6,5.6,5,14,74,6,5,2,3,69,56,29,17,11,3,2,6,23,6,0,1,8,76.7,62.2,32.2,18.9,12.2,3.3,2.2,6.7,25.6,6.7,0.0,1.1,8.9,63,48,27,12,9,3,2,6,20,6,0,1,7,3,4,1,3,1,0,0,0,1,0,0,0,1,4.68,4.52,4.66,4.0,4.36,4.67,5.0,4.83,4.57,4.83,,5.0,4.62,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,,"habían ocupado una buena porción de nuestro apetito. Incluso ahora, todavía me despierto | en buena zona. Unos vinos muy buenos. Repetiremos seguramente.","más sangría. Es un lugar sencillo desde el exterior, pero un buen tamaño agradable comedor informalmente",,,,"que he comido en mi vida y eso acompañado de un buen servicio hacen el tandem perfecto.. | local, fue de unos 32 €, razonable para la calidad. 
El servicio era eficiente y acogedor, y el entorno se sentía cómodo | desde el fondo de la paella. 

Todos los elogios al camarero – profesional, un verdadero encantador de la vieja","tarta(16), croqueta(8), paella valenciana(7), sangría(4), berenjenas(4)","arroz(32), tarta(16), croqueta(8), paella valenciana(7), sangría(4), berenjenas(4), bogavante(4), paella de marisco(4), mejillones(3), jamón(3), ramen(3), gambas(2), calamares(2), atún(2), anchoas(2), chipirones(2)",,"paella, arroz, comida, restaurante, servicio",
162,La Sifonería,"Calle Martin de los Heros, 27",90,4.5,4.489,91.1,3.3,5.6,5,17,60,22,3,2,3,67,84,44,38,10,2,1,7,31,1,0,0,12,74.4,93.3,48.9,42.2,11.1,2.2,1.1,7.8,34.4,1.1,0.0,0.0,13.3,63,78,42,37,8,2,1,6,30,1,0,0,11,4,3,1,0,1,0,0,1,1,0,0,0,1,4.57,4.55,4.57,4.74,4.0,5.0,4.0,4.0,4.68,4.0,,,4.42,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,"de precio, repetiría para cena de grupos pequeños, quizá un grupo grande puede estar incómodo. | siempre atentos. Fuimos dos parejas y un niño a comer. Recomiendo reservar porque el sitio","ambiente muy diverso y cordial. Gran sitio, repetiremos. | Ya habíamos estado en otros viajes y repetimos porque nos gusta todo. Pero la tarta","cervezas y buenos postres. Cuenta con una terraza que no utilizamos por el frío, pero está",,,,"La atención es impecable, la comida excelente. Quiero destacar | excelente. Quiero destacar a los 3 trabajadores que son muy profesionales, nos ha atendido Dani, un chico explendido. Recomiendo | La comida es sencilla y muy bien preparada. La atención muy agradable y el ambiente muy diverso y cordial.","quesadilla(6), vermu(6), carrillera(5), morcilla(5), rabo(5)","croqueta(12), quesadilla(6), vermu(6), carrillera(5), morcilla(5), rabo(5), tiramisú(4), pez mantequilla(4), dim sum(4), cecina(4), tarta(4), foie(3), gambas(3), patatas bravas(3), presa(3), vermú(2)",,"comida, buena, precio, calidad, platos",
163,Los Porfiados,"Calle Buenavista, 18",90,4.5,4.589,90.0,6.7,3.3,3,8,66,15,6,2,1,64,78,54,34,9,9,1,7,43,6,1,0,25,71.1,86.7,60.0,37.8,10.0,10.0,1.1,7.8,47.8,6.7,1.1,0.0,27.8,60,71,49,32,9,9,1,6,38,5,1,0,22,1,2,2,2,0,0,0,0,2,0,0,0,1,4.72,4.62,4.59,4.56,4.89,4.78,5.0,4.57,4.53,4.33,5.0,,4.6,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,"botella de vino de Madrid. Milanesas para niños. Personal atento y amable. Postres y cafe. | creo que sea el típico restaurante para niños fueron majisimos con nostros ,a primera","comida que ofrece, no hay precios caros, repetiremos si seguro y lo recomendaremos a nuestros | Camarero muy amable y servicio rápido. Repetiremos seguro",,,,"agradable y desenfadado con un ambiente entre romántico y ecléctico pero que rezuma buen rollo. | agradable,hasta los baños huelen genial a velas,y esta súper bien de precio!! Los 38 grados","Comida excepcional, hermoso espacio y un personal amable. Recomiendo encarecidamente — volveremos cuando venga | Servicio increíble, deliciosos platos (pescado, especialidades, | entradas, y a los postres! Además, el personal era muy amable y cálido. Estaríamos comiendo aquí todo el tiempo","tarta(14), empanadas(8), bacalao(7), bonito(7), migas(6)","entraña(6), tarta(14), empanadas(8), bacalao(7), bonito(7), migas(6), salmón(5), lubina(4), fish and(4), and chips(4), tacos(3), volveré seguro(3), carrillera(3), helado(2), brownie(2), salsa teriyaki(2)",,"comida, sitio, carta, platos, precio",
164,BLoved,"Gran Via, 9",90,4.5,4.467,84.4,8.9,6.7,6,4,65,11,8,3,3,75,76,31,13,5,7,0,6,28,2,2,0,12,83.3,84.4,34.4,14.4,5.6,7.8,0.0,6.7,31.1,2.2,2.2,0.0,13.3,65,64,27,9,4,7,0,5,25,0,2,0,10,5,4,1,1,0,0,0,1,1,2,0,0,2,4.52,4.49,4.55,4.0,4.6,4.86,,4.5,4.71,1.0,5.0,,4.25,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,"recordarles continuamente cualquier cosa y los pequeños detalles les superan (servir raciones a | Servicio excelente, un trato muy amable con los niños que llevamos y una exquisita comida con","elaborada y con una presentación inmejorable.
Repetiremos seguro!!
Muchas gracias por todo! | el trato es execelente también . . Para repetir",,,,,"El ambiente y el servicio eran agradables, pero no disfrutamos mucho de la comida! | Buen servicio, buena comida (el cochinillo, filete estaban deliciosos) | dos parejas, lugar espectacular, buena decoración y trato del personal exquisito, no se puede pedir más por","bonito(8), paella(7), ceviche(6), solomillo(5), rabo(5)","bonito(8), paella(7), ceviche(6), solomillo(5), rabo(5), tarta(5), arroz(3), risotto(3), pulpo(3), cochinillo(2), croquetas(2), atún(2), lomo(2), gambas(2), varias veces(2)",,"comida, servicio, platos, buena, atención",
165,Bayres beef Argentina en tapas,"Calle de Pradillo, 6",90,4.4,4.067,77.8,5.6,16.7,15,17,52,18,5,4,11,64,55,25,31,10,3,0,7,26,25,0,0,13,71.1,61.1,27.8,34.4,11.1,3.3,0.0,7.8,28.9,27.8,0.0,0.0,14.4,54,46,19,26,7,3,0,5,23,18,0,0,11,6,4,2,3,1,0,0,2,2,4,0,0,2,4.38,4.38,4.08,4.29,4.1,4.67,,4.0,4.46,3.92,,,4.23,True,True,True,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,"agradable, además de Pet friendly (con un bebedero para tu perrete), es un sitio idóneo | Solomillo (si fuera solomillo) era dos trozos pequeños estaba demasiado hecho y seco cuando había","agradable. Claramente, un lugar al que repetir en más ocasiones | pasado.
Ya está bien de acosar al fumador respetuoso!!!!
Con los impuestos que pagó por el","En la terraza he podido fumar con terea siempre sin problema, | se pueda fumar y otros no, la terraza es exterior y ventilada, e igualmente que me han dicho",,,"amable y conocedor, y el ambiente era muy íntimo pero con un zumbido encantador. 

Este es | detalle de traernos un pedazo de tarta con velas y una botella de cava. La comida muy buena","Muy buena experiencia, buena comida y mejor servicio en un lugar muy agradable. Claramente, un lugar al | a tener 3 patatas fritas entre nosotros 4, pero la camarera insistió en que 2 era suficiente y ella tenía razón. | que tuvimos que pedir uno extra! 

Además de eso, el servicio era muy amable y conocedor, y el ambiente era muy","solomillo(8), tarta(7), chorizo criollo(4), terraza cubierta(4), presa(4)","solomillo(8), tarta(7), chorizo criollo(4), terraza cubierta(4), presa(4), bonito(3), entrecot(2), empanada(2), entraña(2), patata asada(2), dos plantas(2), empanadas criollas(2), bife fileteado(2), empanadillas criollas(2), filete(1)",,"carne, comida, precio, terraza, buena",argentina
166,El Cogollo de la Descarga,,90,4.4,4.189,80.0,5.6,14.4,13,12,56,16,5,5,8,58,66,14,23,11,3,2,4,26,2,1,1,11,64.4,73.3,15.6,25.6,12.2,3.3,2.2,4.4,28.9,2.2,1.1,1.1,12.2,48,58,11,16,9,3,2,4,23,2,1,1,8,6,5,2,6,2,0,0,0,3,0,0,0,3,4.29,4.45,4.0,3.87,4.0,4.67,4.5,5.0,4.46,5.0,4.0,4.0,3.91,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,True,False,"Fuimos dos parejas con dos niños pequeños. Pedimos croquetas, pulpo, bacalao | Fuimos dos parejas con dos niños pequeños. Pedimos croquetas, pulpo, bacalao y dos","el restaurante.
Me parece una falta de respeto que no hayan sido capaces de coger la reserva | que corre en estos tiempos. Habrá que repetir.",,,"comandado por Jesús y sus compañeros.
Las actuaciones y bailes muy amenos y mucha diversión.",,"bastante bueno.
La tarta de queso me encanto!!
La camarera Luna muy simpatica,atenta y servicial. | tener una comida para recordar este es el lugar. El servicio también fue increíble! | tenían antiguamente en la otra ubicación. Muy buena la atención, como siempre y la comida bastante bien. Muy rico","cachopo(56), pulpo(25), tarta(11), sidra(6), jamón(6)","cachopo(56), pulpo(25), tarta(11), sidra(6), jamón(6), croquetas(5), cabrales(5), chorizo(4), cecina(4), presa(4), zamburiñas(3), almejas(3), varios entrantes(3), varias veces(3), pleno centro(3)",,"cachopo, comida, buena, pulpo, madrid",asturiana
